stem	name	acc	category	gene_name	source	hmm_file	nseq	cutoff	added_date	status
K21721	K21721		iron_aquisition-siderophore_synthesis	K21721	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K21721.hmm	61	398.87	2026-04-21	active
K21949	K21949		iron_aquisition-siderophore_synthesis	K21949	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K21949.hmm	468	336.97	2026-04-21	active
K21992	K21992		iron_aquisition-siderophore_synthesis	K21992	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K21992.hmm	176	223.53	2026-04-21	active
K22148	K22148		iron_aquisition-siderophore_synthesis	K22148	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K22148.hmm	93	1278.17	2026-04-21	active
K22149	K22149		iron_aquisition-siderophore_synthesis	K22149	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K22149.hmm	79	640.97	2026-04-21	active
K22150	K22150		iron_aquisition-siderophore_synthesis	K22150	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K22150.hmm	15	433.77	2026-04-21	active
K22151	K22151		iron_aquisition-siderophore_synthesis	K22151	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K22151.hmm	95	339.0	2026-04-21	active
K22152	K22152		iron_aquisition-siderophore_synthesis	K22152	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K22152.hmm	59	1129.1	2026-04-21	active
K22153	K22153		iron_aquisition-siderophore_synthesis	K22153	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K22153.hmm	11	303.5	2026-04-21	active
K23120	K23120		iron_aquisition-siderophore_synthesis	K23120	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K23120.hmm	99	216.33	2026-04-21	active
K23122	K23122		iron_aquisition-siderophore_synthesis	K23122	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K23122.hmm	103	316.27	2026-04-21	active
K23181	K23181		iron_aquisition-siderophore_synthesis	K23181	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K23181.hmm	287	347.37	2026-04-21	active
K23185	K23185		iron_aquisition-siderophore_synthesis	K23185	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K23185.hmm	447	209.2	2026-04-21	active
K23227	K23227		iron_aquisition-siderophore_synthesis	K23227	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K23227.hmm	1105	198.13	2026-04-21	active
K23371	K23371		iron_aquisition-siderophore_synthesis	K23371	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K23371.hmm	49	158.7	2026-04-21	active
K23372	K23372		iron_aquisition-siderophore_synthesis	K23372	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K23372.hmm	64	502.17	2026-04-21	active
K23373	K23373		iron_aquisition-siderophore_synthesis	K23373	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K23373.hmm	131	544.73	2026-04-21	active
K23374	K23374		iron_aquisition-siderophore_synthesis	K23374	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K23374.hmm	133	711.17	2026-04-21	active
K23375	K23375		iron_aquisition-siderophore_synthesis	K23375	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K23375.hmm	125	423.6	2026-04-21	active
K23376	K23376		iron_aquisition-siderophore_synthesis	K23376	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K23376.hmm	157	299.07	2026-04-21	active
K23446	K23446		iron_aquisition-siderophore_synthesis	K23446	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K23446.hmm	104	554.6	2026-04-21	active
K23447	K23447		iron_aquisition-siderophore_synthesis	K23447	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K23447.hmm	101	499.9	2026-04-21	active
K23725	K23725		iron_aquisition-siderophore_synthesis	K23725	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K23725.hmm	63	516.8	2026-04-21	active
K24101	K24101		iron_aquisition-siderophore_synthesis	K24101	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K24101.hmm	84	1909.67	2026-04-21	active
K24108	K24108		iron_aquisition-siderophore_synthesis	K24108	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K24108.hmm	87	573.73	2026-04-21	active
K24109	K24109		iron_aquisition-siderophore_synthesis	K24109	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K24109.hmm	91	680.87	2026-04-21	active
K24110	K24110		iron_aquisition-siderophore_synthesis	K24110	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K24110.hmm	82	538.93	2026-04-21	active
K24111	K24111		iron_aquisition-siderophore_synthesis	K24111	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K24111.hmm	39	97.4	2026-04-21	active
K24112	K24112		iron_aquisition-siderophore_synthesis	K24112	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K24112.hmm	86	243.6	2026-04-21	active
K25109	K25109		iron_aquisition-siderophore_synthesis	K25109	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K25109.hmm	516	360.9	2026-04-21	active
K25113	K25113		iron_aquisition-siderophore_synthesis	K25113	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K25113.hmm	238	241.07	2026-04-21	active
K25282	K25282		iron_aquisition-siderophore_synthesis	K25282	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K25282.hmm	1287	212.3	2026-04-21	active
K25286	K25286		iron_aquisition-siderophore_synthesis	K25286	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K25286.hmm	1714	274.67	2026-04-21	active
K25287	K25287		iron_aquisition-siderophore_synthesis	K25287	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K25287.hmm	257	222.47	2026-04-21	active
K25308	K25308		iron_aquisition-siderophore_synthesis	K25308	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/K25308.hmm	945	263.87	2026-04-21	active
NF037942	ac_ACP_DH_MbtN	NF037942.1	iron_aquisition-siderophore_synthesis	NF037942	interpro	/Users/lgallucc/Desktop/LocalBioinf/iron/others/NF037942.hmm	8	700.0	2026-04-21	active
PF04183-IucA_IucC-rhbCF-AcsD-PvsD	PF04183-IucA_IucC-rhbCF-AcsD-PvsD	PF04183.7	iron_aquisition-siderophore_synthesis	PvsD-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/PF04183-IucA_IucC-rhbCF-AcsD-PvsD.hmm	168	26.3	2026-04-21	active
PF16525	MHB	PF16525.11	iron_aquisition-siderophore_synthesis	PF16525	interpro	/Users/lgallucc/Desktop/LocalBioinf/iron/others/PF16525.hmm	29	27.4	2026-04-21	active
PRK10003.1	PRK10003.1	NF007447.0	iron_aquisition-siderophore_synthesis	PRK10003.1	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/PRK10003.1.hmm	52	666.0	2026-04-21	active
PRK10044.1	PRK10044.1	NF007465.0	iron_aquisition-siderophore_synthesis	PRK10044.1	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/PRK10044.1.hmm	65	803.0	2026-04-21	active
Put_copfam2_VF_corr	Put_copfam2_VF_corr		iron_aquisition-siderophore_synthesis	Put_copfam2_VF_corr	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/Put_copfam2_VF_corr.hmm	73	2930.6	2026-04-21	active
Put_copfam3_VF_corr	Put_copfam3_VF_corr		iron_aquisition-siderophore_synthesis	Put_copfam3_VF_corr	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/Put_copfam3_VF_corr.hmm	51	3265.4	2026-04-21	active
Put_copfam4_VF_corr	Put_copfam4_VF_corr		iron_aquisition-siderophore_synthesis	Put_copfam4_VF_corr	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/Put_copfam4_VF_corr.hmm	81	3046.6	2026-04-21	active
Put_rhizoferrin_VF_corr	Put_rhizoferrin_VF_corr		iron_aquisition-siderophore_synthesis	Put_rhizoferrin_VF_corr	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/Put_rhizoferrin_VF_corr.hmm	67	775.7	2026-04-21	active
PvdDIJL-VabF-VibF-EntF-DhbF-MbtB-PchE	PvdDIJL-VabF-VibF-EntF-DhbF-MbtB-PchE		iron_aquisition-siderophore_synthesis	VabF-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/PvdDIJL-VabF-VibF-EntF-DhbF-MbtB-PchE.hmm	17	430.0	2026-04-21	active
PvdDIJL-VabF-VibF-EntF-DhbF-MbtB-PchE-AngR_2	PvdDIJL-VabF-VibF-EntF-DhbF-MbtB-PchE-AngR_2		iron_aquisition-siderophore_synthesis	VabF-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/PvdDIJL-VabF-VibF-EntF-DhbF-MbtB-PchE-AngR_2.hmm	4	270.0	2026-04-21	active
PvdDIJL-VabF-VibF-EntF-DhbF-MbtBEF-PchE-AngR-PchF	PvdDIJL-VabF-VibF-EntF-DhbF-MbtBEF-PchE-AngR-PchF		iron_aquisition-siderophore_synthesis	VabF-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/PvdDIJL-VabF-VibF-EntF-DhbF-MbtBEF-PchE-AngR-PchF.hmm	17	272.0	2026-04-21	active
PvdQ_pyoverdine_biosynthesis-rep	PvdQ_pyoverdine_biosynthesis-rep		iron_aquisition-siderophore_synthesis	PvdQ-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/PvdQ_pyoverdine_biosynthesis-rep.hmm	8	480.0	2026-04-21	active
PvsA_vibrioferrin_biosynthesis-rep	PvsA_vibrioferrin_biosynthesis-rep		iron_aquisition-siderophore_synthesis	PvsA-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/PvsA_vibrioferrin_biosynthesis-rep.hmm	34	62.0	2026-04-21	active
PvsB-AcsD-IucA-IucC-RhbCF-PvsD	PvsB-AcsD-IucA-IucC-RhbCF-PvsD		iron_aquisition-siderophore_synthesis	PvsD-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/PvsB-AcsD-IucA-IucC-RhbCF-PvsD.hmm	17	17.5	2026-04-21	active
PvsC_vibrioferrin_biosynthesis-rep	PvsC_vibrioferrin_biosynthesis-rep		iron_aquisition-siderophore_synthesis	PvsC-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/PvsC_vibrioferrin_biosynthesis-rep.hmm	42	35.0	2026-04-21	active
PvsD-AcsD-IucA-IucC-RhbCF-PvsB	PvsD-AcsD-IucA-IucC-RhbCF-PvsB		iron_aquisition-siderophore_synthesis	PvsD-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/PvsD-AcsD-IucA-IucC-RhbCF-PvsB.hmm	7	17.5	2026-04-21	active
PvsE-AcsE_vibrioferrin_biosynthesis-rep	PvsE-AcsE_vibrioferrin_biosynthesis-rep		iron_aquisition-siderophore_synthesis	PvsE-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/PvsE-AcsE_vibrioferrin_biosynthesis-rep.hmm	27	85.0	2026-04-21	active
Q52US9_FSO1_V2	Q52US9_FSO1_V2		iron_aquisition-siderophore_synthesis	Q52US9_FSO1_V2	tabuteau	/Users/lgallucc/Desktop/LocalBioinf/iron/new_iron_hmms/Q52US9_FSO1_V2.hmm	10	8260.9	2026-04-21	active
Sid_AcsB_Achromobactin_siderophore_synthesis_Dickeya_chrysanthemi_AAL14564.1.txt-nr	Sid_AcsB_Achromobactin_siderophore_synthesis_Dickeya_chrysanthemi_AAL14564.1		iron_aquisition-siderophore_synthesis	AcsB-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_AcsB_Achromobactin_siderophore_synthesis_Dickeya_chrysanthemi_AAL14564.1.txt-nr.hmm	25	0.0	2026-04-21	active
Sid_AcsF_Achromobactin_siderophore_synthesis_Pseudomonas_syringae_EPF66771.1.txt-nr	Sid_AcsF_Achromobactin_siderophore_synthesis_Pseudomonas_syringae_EPF66771.1		iron_aquisition-siderophore_synthesis	AcsF-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_AcsF_Achromobactin_siderophore_synthesis_Pseudomonas_syringae_EPF66771.1.txt-nr.hmm	25	0.0	2026-04-21	active
Sid_AsbC_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ7_180623	Sid_AsbC_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ7_180623		iron_aquisition-siderophore_synthesis	AsbC-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_AsbC_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ7_180623.hmm	25	277.1	2026-04-21	active
Sid_AsbD_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ6_180623	Sid_AsbD_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ6_180623		iron_aquisition-siderophore_synthesis	AsbD-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_AsbD_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ6_180623.hmm	25	30.1	2026-04-21	active
Sid_AsbF_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ4_180606	Sid_AsbF_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ4_180606		iron_aquisition-siderophore_synthesis	AsbF-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_AsbF_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ4_180606.hmm	25	655.0	2026-04-21	active
Sid_BesA_Bacillibactin_hydrolyze_Bsubtilis_YP_003867459.1_180603	Sid_BesA_Bacillibactin_hydrolyze_Bsubtilis_YP_003867459.1_180603		iron_aquisition-siderophore_synthesis	BesA-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_BesA_Bacillibactin_hydrolyze_Bsubtilis_YP_003867459.1_180603.hmm	25	32.0	2026-04-21	active
Sid_EntD_enterobactin_synthesis_Ecoli	Sid_EntD_enterobactin_synthesis_Ecoli		iron_aquisition-siderophore_synthesis	EntD-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_EntD_enterobactin_synthesis_Ecoli.hmm	150	0.0	2026-04-21	active
Sid_IucB_Escherichia_coli_Q47317	Sid_IucB_Escherichia_coli_Q47317		iron_aquisition-siderophore_synthesis	IucB-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_IucB_Escherichia_coli_Q47317.hmm	25	24.0	2026-04-21	active
Sid_IucD_Escherichia_coli_P11295	Sid_IucD_Escherichia_coli_P11295		iron_aquisition-siderophore_synthesis	IucD-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_IucD_Escherichia_coli_P11295.hmm	25	50.0	2026-04-21	active
Sid_MbtC_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216898.1.txt-nr	Sid_MbtC_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216898.1		iron_aquisition-siderophore_synthesis	MbtC-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_MbtC_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216898.1.txt-nr.hmm	25	0.0	2026-04-21	active
Sid_MbtD_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216897.1.txt-nr	Sid_MbtD_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216897.1		iron_aquisition-siderophore_synthesis	MbtD-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_MbtD_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216897.1.txt-nr.hmm	25	0.0	2026-04-21	active
Sid_MbtG_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216894.1.txt-nr	Sid_MbtG_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216894.1		iron_aquisition-siderophore_synthesis	MbtG-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_MbtG_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216894.1.txt-nr.hmm	25	0.0	2026-04-21	active
Sid_MbtH_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216893.1.txt-nr	Sid_MbtH_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216893.1		iron_aquisition-siderophore_synthesis	MbtH-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_MbtH_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216893.1.txt-nr.hmm	25	0.0	2026-04-21	active
Sid_MbtI_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NC_000962.3.txt-nr	Sid_MbtI_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NC_000962.3		iron_aquisition-siderophore_synthesis	MbtI-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_MbtI_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NC_000962.3.txt-nr.hmm	25	0.0	2026-04-21	active
Sid_MbtJ_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_YP_177876.1.txt-nr	Sid_MbtJ_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_YP_177876.1		iron_aquisition-siderophore_synthesis	MbtJ-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_MbtJ_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_YP_177876.1.txt-nr.hmm	25	0.0	2026-04-21	active
Sid_PchB_pyochelin_biosynthesis_Pseudomonas_aeruginosa_Q51507	Sid_PchB_pyochelin_biosynthesis_Pseudomonas_aeruginosa_Q51507		iron_aquisition-siderophore_synthesis	PchB-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_PchB_pyochelin_biosynthesis_Pseudomonas_aeruginosa_Q51507.hmm	25	80.0	2026-04-21	active
Sid_PchC_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4229	Sid_PchC_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4229		iron_aquisition-siderophore_synthesis	PchC-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_PchC_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4229.hmm	25	64.0	2026-04-21	active
Sid_PchG_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4224_180623	Sid_PchG_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4224_180623		iron_aquisition-siderophore_synthesis	PchG-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_PchG_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4224_180623.hmm	25	80.0	2026-04-21	active
Sid_PchH_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4223_180623	Sid_PchH_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4223_180623		iron_aquisition-siderophore_synthesis	PchH-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_PchH_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4223_180623.hmm	25	24.0	2026-04-21	active
Sid_PchI_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4222_180623	Sid_PchI_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4222_180623		iron_aquisition-siderophore_synthesis	PchI-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_PchI_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4222_180623.hmm	25	24.0	2026-04-21	active
Sid_PvdA_Pyoverdine_biosynthesis	Sid_PvdA_Pyoverdine_biosynthesis		iron_aquisition-siderophore_synthesis	PvdA-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_PvdA_Pyoverdine_biosynthesis.hmm	50	150.0	2026-04-21	active
Sid_PvdE_Pyoverdine_biosynthesis_Paeruginosa_PA2397_180623	Sid_PvdE_Pyoverdine_biosynthesis_Paeruginosa_PA2397_180623		iron_aquisition-siderophore_synthesis	PvdE-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_PvdE_Pyoverdine_biosynthesis_Paeruginosa_PA2397_180623.hmm	25	120.0	2026-04-21	active
Sid_PvdF_Pyoverdine_biosynthesis_Paeruginosa_PA2396_180623	Sid_PvdF_Pyoverdine_biosynthesis_Paeruginosa_PA2396_180623		iron_aquisition-siderophore_synthesis	PvdF-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_PvdF_Pyoverdine_biosynthesis_Paeruginosa_PA2396_180623.hmm	25	86.9	2026-04-21	active
Sid_PvdH_Pyoverdine_biosynthesis_Pseudomonas_aeruginosa_PA2413_180623	Sid_PvdH_Pyoverdine_biosynthesis_Pseudomonas_aeruginosa_PA2413_180623		iron_aquisition-siderophore_synthesis	PvdH-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_PvdH_Pyoverdine_biosynthesis_Pseudomonas_aeruginosa_PA2413_180623.hmm	25	98.0	2026-04-21	active
Sid_PvdM_Pyoverdine_biosynthesis_Pseudomonas_fluorescens_PSF113_1846_180623	Sid_PvdM_Pyoverdine_biosynthesis_Pseudomonas_fluorescens_PSF113_1846_180623		iron_aquisition-siderophore_synthesis	PvdM-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_PvdM_Pyoverdine_biosynthesis_Pseudomonas_fluorescens_PSF113_1846_180623.hmm	25	17.9	2026-04-21	active
Sid_PvdN_Pyoverdine_biosynthesis_Paeruginosa_PA2394_180623	Sid_PvdN_Pyoverdine_biosynthesis_Paeruginosa_PA2394_180623		iron_aquisition-siderophore_synthesis	PvdN-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_PvdN_Pyoverdine_biosynthesis_Paeruginosa_PA2394_180623.hmm	25	63.0	2026-04-21	active
Sid_PvdO_Pyoverdine_biosynthesis_Paeruginosa_PA2395_180623	Sid_PvdO_Pyoverdine_biosynthesis_Paeruginosa_PA2395_180623		iron_aquisition-siderophore_synthesis	PvdO-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_PvdO_Pyoverdine_biosynthesis_Paeruginosa_PA2395_180623.hmm	25	154.0	2026-04-21	active
Sid_PvdP_Pyoverdine_biosynthesis_Paeruginosa_PA2392_180623	Sid_PvdP_Pyoverdine_biosynthesis_Paeruginosa_PA2392_180623		iron_aquisition-siderophore_synthesis	PvdP-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_PvdP_Pyoverdine_biosynthesis_Paeruginosa_PA2392_180623.hmm	25	92.3	2026-04-21	active
Sid_RhbA_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3R2	Sid_RhbA_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3R2		iron_aquisition-siderophore_synthesis	RhbA-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_RhbA_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3R2.hmm	25	35.0	2026-04-21	active
Sid_RhbB_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3R1	Sid_RhbB_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3R1		iron_aquisition-siderophore_synthesis	RhbB-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_RhbB_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3R1.hmm	25	61.9	2026-04-21	active
Sid_RhbD_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3Q9	Sid_RhbD_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3Q9		iron_aquisition-siderophore_synthesis	RhbD-family-siderophore-synthesis	fegenie	/Users/lgallucc/Desktop/LocalBioinf/iron/fegenie/iron_aquisition-siderophore_synthesis/Sid_RhbD_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3Q9.hmm	25	24.0	2026-04-21	active
